N,"당신의 의기는 높게 사지만, 만약 당신의 팀이 러시아와 교전 중 문제(상해, 사망 특히 포로)가 생길 시 당신 팀이 우리나라를 외교적으로 굉장히 어려운 상황에 빠지게 만들 수 있습니다. 당신과 당신 팀의 이기적 마음으로 나라에 해를 끼치게 만드는건 분명 문제가 있는 행동입니다."
P,과거에 특전사 출신이 시리아에서 3년간 실전에서 전투한 경험이 있다 한국에 와서 여권 몰수 당했다 전쟁이후 한국에 돌아오면 벌금 및 처벌을 받겠지만 살아서 돌아 온다면 영웅이 될것
N,왜..감?? 한국 정부의 승인이 안 난 상태에서 참전을 하면 어떡하냐. 만약 러시아군 사살하면 러시아 입장에서는 한국이 자국 군인을 상대로 총을 겨누고 죽인거므로 적대국가 선포 및 전쟁이다. 아무리 우크라이나가 안타까워도 우리는 러시아군과 싸울 수 있는 권리가 없음.
N,나간다 공항에서 찍고 가네 저게 어딜봐서 비공식이냐 법을 대놓고 어기냐 가지말라고 위험하다고 금지햇다면 돕고싶어도 못가는거야 법이 왜잇는데 죱같은법이래도 어기면 나라 질서를 더 망치는거라고 저들이 가서 잡히면 어떻하지?? 법을어겨서 갓는데 구해줘야지 협상해야지 별 🐕고생을 해야한다고 절차대로 해야지 만일 저들로 인해 우크라 한국인들이 피해본다면 누가 책임질것이냐 생각들좀 해라 도와준다?? 가서 싸우는것만 생각하냐 도움을 줄수잇는것들 대가리만 굴려도 겁나 많아 저들땜에 우크라 한국인들 우리나라 까지 피해볼수 잇다는 그런것도 생각해
P,"신념과 용기, 희생정신이 없이는 하기 어려운 행동이다. 무사히 돌아오기를 빈다. 미국도 수천 명의 전역군인들이 지원했다.우크라이나 국민들은 죽음의 공포와 절망, 추위와 배고픔에 떨고 있다. 자유민주주의와 그들의 생존을 위해 무언가 할 수 있다면 해야한다. 아무것도 못하는 나자신도 부끄럽다. 정부는 1천만달러 지원했다. 일본은 2억달러 지원한다. 우리나라 경제력 수준에서 부끄럽기 그지없다. 생색만 내는 거다. 남의 고통에 눈감고 내일이 아니라고 생각하다가 정작 우리가 당할 때 누구에게 도움을 요청할 수 있을까?"
N,"국가적인 입장에서 여행금지 때려놨고, 러시아가 지금 하고 있는거 자체가 국제법위반인이고 심지어 개인신분으로 참여라 문제 될 것도 없고 애초에 러시아 개짓거리 해대서 국제법 성립자체가 안되는데 응원은 못할망정 이상한 소리를 해대노..푸틴 하는 짓거리를 봐라~ 공산당 중국 벨라루스 북한 이런대 빼고 누가 편들어주냐? 외국인 개인신분으로 참여한 나라들 빌미로 싸울려면 전세계랑 맞장떠야 하는데 과대망상도 적당히 하고 응원이나 하면서 부정선거나 쳐 잡자"
N,비밀리에 다녀와야 그만한 성과도 더 얻을 수 있을것을 지 스스로 까발려서 타겟이 되어 출발하는건 무슨 전술이야? 군사전문가라며? 몸만 전문가고 머리는 돌이니? 아무리 생각해도 이해가 안되네. 저런 돌머리로 무슨 전술전문가니 군사전문가니 치장을 하는거냐. 허세꾼이여 뭐여. 허경영 군인버전이냐?
N,"정부 허가없이 방문하거나 체류할 경우 <<<--- 이 말은 '허가를 받으면 갈 수 있다' 라는 얘기고, 공식적으로 누구누구 간다고 발표는 못해도 (의용군을 명단 공개하고 보내는 미친 나라는 없다. 다 죽으라고 명단 공개하냐?) 뒤로는 얼마든지 갈 수 있는 개구멍이 있다는 얘긴데 그새를 못참고 무작정 법 어겨가면서 나가는건 행동하는 지성이 아니라 생각은 없고 몸만 쓸줄 아는 머저리라는 뜻이다. 적법하게 절차 거쳐서 가고, 조용히 다녀왔으면 더 좋았잖아. 가는건 뭐하러 밝혀? 러시아 애들한테 타겟이 누구다~ 라고 광고하니?"
N,하..한국이 그동안 의용군 안 보낸게 러시아한테 빌미를 잡히지 않기 위해서 그런건데 만약 이 일로 빌미가 잡히면 그건 외교적으로 심각한 상황이 초래할거임 그 벌은 이근이 모두 책임져야 할거고 아마 이근은 상상을 초월할 비난과 비판을 면치 못할거임일단 응원은 하고 의도는 좋고 다 좋은데 조금 생각이 부족하지 않았나 생각함 비밀리에 갔다 와도 정말 초유의 사건인데 sns에 글까지 올리고 갔다는건 이것까지 생각을 하지 못했나 봄
N,도대체 이걸 왜 칭찬하는거야ㅎㅎ 가서 총쏘지도 않겠지만 가기전에 떠벌리는것도 웃기고 가서 포로되면? 그거 누가 협상하고 누구돈 들어가는데??? 그리고 러시아가 한국이 참여했다고 딴지걸로 난리치면?? 가지말라면 가지마ㅡㅡ 돌아오면 강력하게 처벌 받아라
P,아가리파이터인지 아닌지는 스스로 증명하는거.. 그리고 6.25지원 받았던 우리나라가 해외로 의용군 나가는걸 국내법으로 막아놓고 처벌 운운하는건 잘 못 됐다고 생각한다.. 물론 아무나 나가는건 막아야하는건 맞지만..전직 군인출신중 진짜 뜻이 있는 사람은 본인 확인서 받고 출국 허가해줘라
N,정상적인 댓글이 몇 없네.. 만에 하나라도 참전했다가 러시아군에 포로로 잡히게 되면 개인의 문제가 되는 게 아니라 국가 대 국가 문제로 비화된다. 나 혼자 책임지겠다고 백날 얘기해봐야 이근 국적이 한국이라면 얘기가 달라진다. 본인 행동에 대한 책임을 혼자 지고 싶다고 얘기해봐야 씨알도 먹히지 않는 이야기다.
N,지가 책임질거라고 무모하게 가서 혹시 문제생기면이러지도 저러지도 못할 애매한 상황이 만약 생긴다면 그땐 국가욕할래!? 지가 뭐라도 된마냥 히어로병 도져서 진정 애국이라면 나라의 명령을 따라서 제대로 일을해야지 어디서 sns질하면서 여론을 만들어 무모하고 또 무모한 사람이 아닌가
P,"이근 대위 응원합니다. 본인이 위법한 일은 책임도 지겠다고 나갔는데 현행법 위법 운운하며 까는 사람들은... 도대체 뭐지... UN군 지원으로 공산화가 안된 우리나라에서 이치에 안맞는 일이라 생각됨. 정부 공식 파병도 아니고 민간 의용군인데... 그걸 까고 대깨문, 찢재명 지지자들은 중국, 북한, 러시아 눈치 보느라 정신없나? 중국, 러시아가 부정선거 도와줘야 해서 그런가?"
N,여권법 제17조와 제26조에 따르면 방문 및 체류가 금지된 것을 알면서도 허가를 받지 않고 해당 지역을 방문하거나 체류한 사람은 1년 이하의 징역 또는 1000만원 이하의 벌금에 처한다.이는 국민의 안전을 확보하기 위한 정부의 의무이자 권한에 따른 조치다.
N,근데 잡혀서 살려달라고 울 나라 세금 쓰면안됨~~!! 잡히게되면 자폭추천~!!
N,아니 대단한거 알겠는데 오른손이 한 일을 왼손이 모르게 좀 할 수 없나?ㅋㅋㅋㅋㅋ 그놈의 sns ㅋㅋㅋ
P,"ᆢ1950 6.25 전쟁시 ᆢ..통스권 ᆢ이승만 도망가고유ㅠ중ㆍ북한공산당에 다 점령당하고 ㆍ ㅠㅠ 부산 까지 남은 상황 ㅠㅠ 다 ㅠㅢㅗㅡㅡㅡ 부산 바다에 다 수장 몰쌀되는상황 😭😭ᆢ그시절 미국& 유엔참전국 이 없었다면 ㅠㅠ 한국 이란나라 국호 도 없었다 🤦‍♂️🤦‍♂️🤦‍♂️ᆢ명심해라 ᆢ참전 지원' 미국 등 16개국, '의료 지원' 스웨덴 등 6개국에서 6월 25일 오후 8시 20분 국가보훈처 주최로 경기도 성남 서울공항 격납고에서 개최된 6·25전쟁 제70주년 행사에 유엔참전 22개국 👏👏👏👏😂"
P,"방안에서 편안하게 아가리만 터는 가세연 개용호랑은 차원이 다르네 ... 빚 관련 사생활 문제는 좀 찌질했지만, 진짜 상남자는 확실하다. 멋있고 존경스러움."
N,1. 민간인 사진 걸어놓고 총쏘고 칼로 찌르는 유튜브 방송함. 2. 해군에 갚아야 할 돈 다 갚았냐. 3. 성추행범 확정. 4. 세월호 쌩쑈 —— 짐작컨대 제3자 사진 걸고 총격 난도질이 고발당하자 미국 한국서 잡혀갈까봐 우크라이나로 도망가서 쌩쑈하는거임. 멋지다는 🐕 등 👞 들은 뭐임??
N,언론 플레이. 지금 우크라이나 가면 거기서 환영할까? 이근 이라는 한국인의 신원조회도 안하고 '그래 가서 싸워라'고 무기를 줄 것 같은가?
N,무기는 어떻게 구할것이며 그냥 🐕죽음일것이고 가도 싸우려 가는건지 아니면 어디서 쳐박혀 잇다 오는건지 알길도 없고 갓다오면 당연 이미지 겁나 떡상해서 영웅 대접받겟지 물론 처벌을 받긴 해도 우크라에 갓다왓다고 영웅대접해주는 애들이 잇을것이고 뭐 속내 훤하지 않나 싸우려 간다 하고 우크라 어디서 짱박혀 잇다 오면 그만이잖아 무슨수로 믿냐
N,또 불법 행위를 하네 멋있게 보일려고 불법을 막 저지르는 저놈 강력 처벌 해리ㅣ
P,욕해서 죄송합니다 진짜 가셨네 와 진짜 가니까 대단하고 다시 봤습니다
P,가려면 조용히 가지...기부한다고 온 동네방네에 자기 자랑하는 격. 전투에는 참여 안하고 대민구호업무 하는듯 한데 그래도 다치지 말고 돌아와 처벌 받으시길.
N,평소 인격 봐서는 가서 얼굴만 비추고 흉내만 내고 올 듯 관심 받고 영웅되고 꿩도 먹고 알도 먹고 너무 속 보인다 진짜 진정어린 용병이라면 조용히 떠나야지 온 동네방네 소문 다 내고 진정성 있다면 열심히 싸우고 조용히 돌아오소
P,"이근 대위 …전문가라고해도 힘든 결정이었을텐데 ..어쨌든 대한을 대표하는 의용군으로 무사귀한 바랍니다. …,러시아는 세계가 위험한 전쟁을 멈춰요…..핵 방사능!!!안돼요 러시아 맨 위에 있는 사람의 욕심으로 일어난 전쟁으로 불쌍하게 서로 지키다가 죽는건 누굴 위한 전쟁인가요."
P,정말 힘든 결정을 내리셨네요. 아무쪼록 상처 없이 건강하게 귀국 하실길 빕니다. 좋은결과도 기대됩니다.
P,근데 가면 무기같은건 지급 받는건가??누굴 까내리려는게 아니고 몰라서 묻는거임.뭐 자기 역량껏 돕는거니 응원은 하겠지만 부디 건강하게 돌아오시길 바랍니다.
P,해군특수전전단(UDT/SEAL) 출신 이근 예비역 대위가 6일 러시아로부터 침공을 당한 우크라이나를 돕기 위해 출국했다는 내용의 글을 SNS에 올렸다. ??? 러시아의 침입을 당한 우크라이나에 큰 도움이 될 것이다.
N,멋있긴 하나 군인 출신이 자국의 이익이나 법령 무시는 딱히 좋아 보이지 않는다. 중국이나 협을 중시하지 한국에선 상식 밖의 범죄행위다.
N,ㅋㅋㅋ 국뽕을 너무 마이 봤나봐... 국적포기하고 가지... 저렇게 가면 어쩌라고... 포로로 잡히면 다행이지... 작전중 민간이 죽이면? 어쩌려고 저러냐 개인적 명분으로 국가를 뒤로하고 저러는건 정신병자 아닌가? 왜 저렇게 가볍게 행동하지... ㅋㅋㅋ 개인이 러시아군인 죽이면 전쟁선포 아닌가... 러시아 명분 감사~~~
P,애초에 우크라이나를 위해서 참전하겠다는데 막는 문재앙 🟥갱이 것들이 문제지! 다른 국가들은 여러 외교적인 문제 이런것들을 고려 안하고 그냥 파병을 허락해 줬겠나?! 반드시 이 공산 괴뢰정부를 처벌해야한다!!!
P,"건투를‥!ㅡ최강ㆍ대한민국 예비역 의 위용을 맘껏펼치고 ‥우크라이나의 승리는‥곧 ,평화를상징하는전 세계인에 열망임을 각인 시켜주기를!그리고, 무사히 귀국 하기를!"
N,전쟁 났는지도 모르는 우크라이나 시골에서 밭일하는 김태희나 꼬시다 올지도 모르겠군. 살벌하게 폭탄터지는 시가전 인증영상 올리기 전에 믿을 수가 없지.
P,3차대전 핵전쟁비화 위험때문에 참전하는 국가가 전세계200여개국중 하나도 없다..국가단위가 참가를 못하면 개인들이라도 스스로 희생해서 침략자 러시아군을 막고 우크라이나의 자유와 독립을 위해서 싸우다 다치거나 죽는 것은 가장 숭고한 인류애적 행동이다...갈생각도 전혀없고 그저 국가가 막으니 가면 안된다고 생각하는 사람들이 비겁한거지 진정으로 인류의 자유와 평화를 바란다면 전세계인 모두가 참전해서 우크라이나를 지켜주는 것이 정의요 진실이다..그런점에서 이근은 영웅으로 불려도 부족함이 없다........
N,"소신이고 뭐고 생각없이 간거 맞다. 나토 회원국들도 의용군 안보내주는데 저게 될거라 생각함? 만약 진짜로 가면 100퍼 러시아랑 외교분쟁이 된다. 러시아랑 북괴간의 동맹조약인 조소동맹 파기시켰는데 부활할수도있고, 러시아가 괜히 우리에게 시비걸수있다. 국방만큼 중요한게 외교인데 쟨 모른다."
N,러시아 군인들 죽이러 간 거 잖아..전쟁에 끼어들지 말지..
P,이근은 여행목적이 아니기 때문에 처벌을 할 수 없다. 무자비 무도한 공산 빨개이와 싸우러 가는 것이고 대한민국이 공산 빨개이에게 침략 당했을 때 전세계에 도움을 요청한 역사적 사실이 있으므로 만약 이근을 처벌한하면 한국은 천하에 둘도 없는 배신자 나라가 된다. 이미 미국한테는 부끄러운 나라 수치스럽다는 말까지 들었다. 비겁한 나라 이미지 만들지 말라.
N,꼭 그렇게 법을 어기면서 까지 도와줄 필요가 있나요? 도울 수 있는 다른 방법들도 많습니다.. 무슨 장난도 아니고 하지말란 짓 해서 문제 생길까 걱정이네요
P,전사 해도 나라에 책임 묻는것도 아닌데 ㅡ귀국해서 처벌이라니!! 소신에 박수를 보냅니다. 남들은 허세에 지가 뭐라도 되는줄 ㅡ무모하다고 비난할지 몰라도 신념이 이렇게 무섭습니다..
P,멋지네요 정말 진짜 사나이 맞네
N,저 사진을 누가 찍었을까요? 지금까지의 그의 소행으로 볼때 연출된 이미지를 만드는 것 같네요.
P,처벌같은 개소리하고 있죠 그래서 시리아 내전 참전한 사람은 처벌로 여권압수로 끝났냐? 거의 협박수준이네? 정부하는 짓걸이 보면 욕을 안할래야 안할 수가 없다. 1년징역에 1천만원 벌금 협박으로도 못막았네?
N,나라가 하지 말라는건 안해야지..해서 문제 생기면 그 땐 나라에 목숨을 구걸할건가? 해군 출신이면 본인만의 능력 아니라 나라가 만들어준 자리고 힘인데 마치 그게 본인의 천부적인 재능인것처럼 국가의 룰을 어기고 자기 멋대로 출국하며 정의를 실현하는 것처럼 이야기하는 것이 저는 조금 이해가 안가네요…. 왜 샘물 교회 생각나죠.. 자기들만의 정의감에 사로잡혀 결국 나라에 민폐가 되는 부류들.. 부디 몸 건강히 돌아오시길..
P,707 출신 나는솔로영철 출신 승용이도 데리고 가지~민주주의를 위해 잘 싸우고 돌아오길🙏
P,정권 바뀌어서 들어오면.. 별 문제 없을것 같네요^^ 이근 화이팅~~~
P,그래 기왕 간거 나라 망신 시키지 말고우크라에 꼭 도움이 되길 바란다
P,저런 사람이 있어 만약 전쟁나도 국민 단결에 엄청 도움 되겠다.멋진 진짜 사나이네
P,"이근 대위를 지지합니다. 북한 살인마 김정은이 정권을 반대합니다.중국 위구루 여성들 강제 성폭행과, 아우슈비츠 강제노동소 운영하는 중국 시진핑이 반대합니다. 자유 민주주의를 위협하는 종북 좌파 세력을 반대합니다. 소설 남부군을 보면, 좌빨 빨지산 세력이 지리산일대에서 400만의 양민을 학살,한 사실이 적나라하게 나와 있습니다."
N,아마 폴란드 루마니아 쪽에서 너튜브 컨텐츠 분량 다 뽑고... 그냥 사격장 가서 총쏘는거 같이 편집 한 다음에 동유럽 맛집 탐방 할듯... 스파씌봐~~~~
P,참 역시 별의별 사람 다 있다. 의용군 답게 싸우고 죽지 말고 돌아 오시요. 평가는 결과가 말할것이요. 법이 있는 나라인데 만약에 포로로 잡혀서 그해주라고 하면안된다. 우크라이나 대통령이 자초한 전쟁이다고 보는 사람이 많다는것을 알고 있는지 가장 잘못하고 있는 악마는 푸틴이지만 우크라이나 대통령도 이전쟁에 책임을 져야된다.
P,"앞집에 도둑이 들어 물건을 훔치고 사람을 해치려 한다. 응당 사람이라면 위기에 처했을때 도와줘야하는게 맞는것 아닌가? 도둑 눈치봐가면서, 내가 피해받을거같으니까 조용히 있자. 이게 맞는거나고 ! 그 앞집이 내가 될수도 있고 당신들이 될수도 있어!"
P,이 와중에 명품 쳐바르고 차자랑밖에 할 줄 아는 게 없는 다른 한남들보단 훨 나아보인다ㅎㅎ밥 사달라고 징징대는 놈들도 많더라ㅎ
P,오 말보다 행동 다시 보게 됐다 몸조심히 다녀와라
N,이게 멋있다고 하는 분들은 좀 다각적으로 생각해보길. 불씨하나가 산불이 나듯 한국 참전으로 오해하고 핵폭탄 떨어질 수도 있는 일임. 전쟁끝나고 외교문제 걸림돌도 되고
P,"이 사람... 거짓말이 여러 번 탄로나서, 이번에도 사진은 이렇게 올리고 실제로는 딴 짓 하는 거 아니길. 만약 진짜로 목숨 걸고 임무수행 하는 거면 대단!"
P,댓글에 까는놈들은 인생 왜 저렇게살까 궁금하다 학교다닐때 싸움 좉도못하면서 구경만하는놈들이 어른된놈들같다
N,어디 숨어서 글 쓰고 있는건 아니고? ㅋㅋㅋ 나가는 거 본 사람이 있어야...
N,애 왜이러노 정신 이상있는듯 ㅋㅋㅋ 뒈지긋네 왜 생객내냐 ㅋㅋㅋㅋ 지가 뭐 슈퍼맨 이니 ㅋㅋㅋㅋ
P,소신껏 행동하시는거 아주좋은일.. 남동부전선 자원하셔서 고통받는 민중들 구하고 침략자 것들 싹쓸어주시길..
N,입만 열면 거짓과 사기
N,ㅋ 관종
P,"이근 비난하지맙시다비난하는 인간들 대다수가 지극히 개인적인 삶을살았지 봉사 ,희생이라는걸 알기나 할까? 비난할거면 입닫고 있으시요! 이런 결단과 용기 존경할만합니다"
N,점마 돈은 다 갚음?
P,가세연은 스튜디오에서 이근은 행동으로
P,이근 욕하는 빨갱이들 정체를 알고 싶다.
N,가지마세요 ㅠ우리나라 지켜야해요 ㅡ
P,대사관에 전화해서 생색내는 것들이랑은 개념부터 다르다
P,나도데리고가지
P,굿잡~~굿럭~~
N,과연 당신의 의도를 믿어 의심치 않을 수가 없다.
P,존멋 ... 무사히 돌아오시길 ! 꼭 !
P,이근 살아서 오면 특채로 군장교로 만들어라
P,이사람은 먼가 어설프지않아서 믿음이간다 얍샵한 잔머리도있고 민첩함도있다 얍샵이란말이 나쁜게아니다 그만큼 융통성있는 행동을 한다는거다 아무쪼록 몸건강히 다녀오시길바랍니다
P,찢재명 찍은 빨갱이들 데려가라
N,꼴깝떠네
P,이분은 진짜였네요. 모두들 무사귀환하시길 또 거기서 많은 힘이 되시길 기도합니다.
P,아이고 조심하시기를
P,목숨 걸고 하는 일에...평가는..후대에
P,살아 돌아오시요 명령이다
P,푸틴노망들은 독재자야 넌 체첸외인부대와 러시아용병을 우크라이나에 보냈으면서 서방의용군을 보내지말라고 하냐
N,관종 주접떠네
P,도움을 요청했을때 답을 주는게 우리 인간이 할 일이다!!!너무 멋진사람입니다~^^
P,"그에게도 가족이있고 우리들처럼 누군가에겐 소중한 사람이고 그는 이라크,소말리아등에서 파병생활을했고 전쟁의 무서움을 누구보다 잘 알겁니다. 자신의 가족을생각해서 몸을 사리길 바랬으나 떠나버렸기에 무사귀환을 두손모아 바랍니다 이런글에서까지는 적어도 그에게 화살은 거두는게어떨까요? 자신의목숨을 걸고 간것입니다,"
P,멋집니다!! 꼭 살아서 돌아오세요. 그리고! 처벌은 무슨 처벌! 집유로 끝내야지! 그냥 무사히 돌아만 오세요. rokseal!! 응원합니다!!
P,군인출신들 나와 서바이벌하는 모 프로그램들 다 재능낭비같더라 보는내내 집중이 안됨 우크라이나 생각나서
P,개멋지다
P,난 응원합니다.
P,훈장을 줘야지 처벌을 한다고?? 만약 처벌받으면 우리가 대한민국 국민이란게 창피할 거 같다.
P,와 용기가 너무 멋있습니다꼭 무사히 돌아와주세요!!
P,당신의 가족들을 위해서라도 제발 무사귀환 하시길...
P,주댕이질 숫가락질보다백배 멋짐
P,뉴스에는 안나오지만 우크라이나 젊은이들이 많이 사망했다고 합니다. 그 숫자를 믿기 어렵습니다만 2차 세계대전을 방불케 하는 참혹한 전쟁이 벌어지는것 같습니다.
N,샘물교회 가오버전
P,국가보안법을 어긴 임x경은 지금까지 떵떵거리고 잘 사는데 뭐. 마찬가지다. 자기가 처벌을 각오하고 가는 확신범(?)한테 뭐라 할거야. 와서 처벌 받겠다는데.
P,승리하고 무사히 돌아오시길 기원합니다
P,그래도 방구석에서 키보질 하는 애들보다는 낫다..
P,가세연 보고있나?
N,저분의 참전은 개인적 선택이며 국가의 입장과는 관계가 없습니다.
N,오버다
N,국가에서 하지말라면 하지말지. 관종이네.
P,"댓글들 웃긴다. 뭔 외교타령이냐? ㅋㅋㅋ 북한,중국을 제외하고는 전세계가 등돌린 마당에 러시아에 미련이 있나보네. 중립지키는건 이전의 얘기지."
P,힘내세요! 잘하셨습니다
P,넘 멋있어요. 당신들의 무사기환을 위해 기도할께요. 감사합니다.
P,멋지다! 무사귀환 하시길!
P,푸틴 모가지 따고오면 인정
P,여기서 쇼하니 돈보고 생쇼한다는둥 하는것들니들은 저런 쇼라도 할수있니 전쟁터에서 목숨걸고 하는것을 쇼라고 하는 니들 머리는 돼지머리다. 하늘도 보지 못하는 한심한것들 남은 목숨걸고 하는 행동을 손 가락질 하지말아라 적어도 우크라이나 돕고 싶은 마음을 가지고 있는 사람이면
N,영화를 많이봤나? 예비역이 믄 삽질이고 현역도 가만있는데.오바하고있네. 나가서 들어오지 마라. 정신이 이상하나?
N,에효 관종 그냥 대한민국 울진이나 가서 도와라 인기에 눈멀어서 좀 좀
P,꼭 건강한 모습으로 돌아오세요
N,유툽찍으러 가지는 마시고 꼭 말한 그대로만 하고 오길 바랍니다
P,아가리만 잘 놀리고 평화 타령만 하는 좌파들 똑똑히 봐라 ᆢ 너희들 보다 더 평화를 사랑한단다 ᆢ이근 살아돌아와라 ᆢ파이팅 ᆢ
P,내가 진짜 사나이라고 했제?!
P,정부의 어떤 자들이 불법운운 법질서타령인가? 인간의 목숨이 제일 소중하다 불구덩이에 목숨걸고 하우겠다고 나서는데 미온적 태도로 일관해오던 정부가 늦은 결정에 실망했는데 자기목숨건 투지에 지원은 커녕 법질서 타령하는 자체가 러시아푸틴과 뭐가 다른가 싶다 네도 목숨걸고 지원하고 싶습니다
N,국민이면 국법을 지켜야 한다. 국법테두리를 벗어나면 국가는 책임질 이유가 없다. 가서 우크라이나를 위해 용감히 싸우고 그나라에 뼈를 묻어라!
N,조용히 다녀와서 말할것이지. 가기전부터 언플졸라하고 가네
N,얘들 단순하지~ 확실히 갔는지 확인하고 칭찬해도 늦지 않다. 출국은 맞는거 같은데... 확실히 간건지 아직은 알길이 없네~
N,관종
N,음...... 음...... 흠.......
N,뭔가 죽어서 돌아올것같다
P,자신의 커리어로 돈버는 입만 산 군인이라고 생각했었는데.. 진짜 군인이네.. 이근 대위만큼의 커리어와 실력을 가진 군인이 많을진 몰라도 한치의 망설임없이 타국의 전쟁터에 참전할 군인은 얼마나될까? 무사히 돌아오시길 바랍니다.
N,우크라이나 : 누구세요???
N,안녕하세요 남근대위 인사올립니다
N,관종인 군인은 꼴불견이다
P,"대한민국 남자도 한다, 말보다 해동으로 자유민주주의 수호에 앞장선 당신이 대한민국 최고의 남자다,"
P,이왕 가는거 꼭 살아서 돌아오길 빈다....옛날 소련시절 전투기가 우리나라 민항기 격추시킨건 알고있지? 그때 우린 억울해도 아무것도 하지못했다!
P,꼭 살아 돌아와요
P,헐~
N,액션졸라잘까네ㅎㅎ 처음에 왜가냐고 성내드만 등떠밀려서 액션치고 조회수 떡상하것네
P,꼭ㅇ살아서 돌아오시길 응원할게요
P,진짜 사나이네~ 살아 돌아오라!난 좋게 봤었다. 목숨을 걸 수 있는이가 진정한 용기인이다!
N,러시아 비밀요원들한테ㅡ채포될거같은데
N,죽으면 끝이다
P,여행금지국? 여행하러 가는게 아니니까 무죄네.
P,꼭 무사귀환 하세요!!기도합니다!!
P,이근 멋지다..꼭 살아 돌아 와라!..
P,ᆢ ㅠㅠ살아돌아 오세요🏳️‍🌈🏳️‍🌈🏳️‍🌈.ᆢ몸 조심 하시고 ᆢᆢ
P,멋지네 잘 싸우시고 무사귀환하세요~
